Name,Locus,Genome,Contig,Start,Stop,Protein_ID,Coding_Strand,Proteome_ID,Proteome_Product,Proteome_Gene_Name,Proteome_Species,Proteome_BSR,Name
CBO_2207,GCA-001273255.1-protein1163,GCA_001273255.1,LGIK01000021.1,43871,45028,1163,1,sp|A5I4K2|DXR_CLOBH,1-deoxy-D-xylulose 5-phosphate reductoisomerase,dxr,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2207
CBO_2208,GCA-001273255.1-protein1739,GCA_001273255.1,LGIK01000028.1,25603,26577,1739,-1,tr|A5I2N8|A5I2N8_CLOBH,Uncharacterized protein,CBO1766,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2208
CBO_2209,GCA-001273255.1-protein1180,GCA_001273255.1,LGIK01000021.1,64483,65688,1180,1,tr|A5I4I4|A5I4I4_CLOBH,Aspartokinase,CBO2410,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2209
CBO_2210,GCA-001273255.1-protein1020,GCA_001273255.1,LGIK01000019.1,415901,417097,1020,1,tr|A5I020|A5I020_CLOBH,Dihydropteroate synthase,folP,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.93,CBO_2210
CBO_2211,GCA-001273255.1-protein1947,GCA_001273255.1,LGIK01000030.1,99585,100934,1947,-1,tr|A5I7S5|A5I7S5_CLOBH,Iron-only hydrogenase,CBO3550,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2211
CBO_2212,GCA-001273255.1-protein2155,GCA_001273255.1,LGIK01000043.1,46089,46631,2155,1,sp|A5I7J1|RL6_CLOBH,Large ribosomal subunit protein uL6,rplF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2212
CBO_2213,GCA-001273255.1-protein508,GCA_001273255.1,LGIK01000017.1,257,904,508,1,tr|A5I0B1|A5I0B1_CLOBH,precorrin-2 dehydrogenase,CBO0919,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2213
CBO_2214,GCA-001273255.1-protein1152,GCA_001273255.1,LGIK01000021.1,33865,35967,1152,1,tr|A5I4L5|A5I4L5_CLOBH,DNA topoisomerase 1,topA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2214
CBO_2215,GCA-001273255.1-protein2082,GCA_001273255.1,LGIK01000037.1,21128,22318,2082,-1,tr|A5I2S6|A5I2S6_CLOBH,Aminotransferase,aspC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2215
CBO_2216,GCA-001273255.1-protein381,GCA_001273255.1,LGIK01000012.1,411752,412270,381,1,tr|A5I318|A5I318_CLOBH,Stage III sporulation protein AB,spoIIIAB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2216
CBO_2217,GCA-001273255.1-protein617,GCA_001273255.1,LGIK01000017.1,105224,105433,617,1,tr|A5I0M0|A5I0M0_CLOBH,Ferrous iron transport protein,CBO1028,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2217
CBO_2218,GCA-001573255.1-protein2904,GCA_001573255.1,LFON01000004.1,184060,185355,2904,-1,,,,,,CBO_2218
CBO_2219,GCA-054771215.1-protein3390,GCA_054771215.1,NKTA01000007.1,205292,206380,3390,-1,tr|A5I335|A5I335_CLOBH,Lipoprotein,CBO1911,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2219
CBO_2220,GCA-001273255.1-protein607,GCA_001273255.1,LGIK01000017.1,95761,97050,607,-1,tr|A5I0L1|A5I0L1_CLOBH,Aspartate--tRNA ligase,aspS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2220
CBO_2221,GCA-001273255.1-protein232,GCA_001273255.1,LGIK01000012.1,237373,238512,232,1,tr|A5I3H4|A5I3H4_CLOBH,Nucleotide sugar transaminase,CBO2053,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2221
CBO_2222,GCA-001273255.1-protein940,GCA_001273255.1,LGIK01000019.1,322521,323780,940,1,tr|A5HZS8|A5HZS8_CLOBH,Phage replication protein,CBO0735,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.88,CBO_2222
CBO_2223,GCA-001573175.1-protein2662,GCA_001573175.1,LFOK01000042.1,7529,7759,2662,-1,tr|A5I1L5|A5I1L5_CLOBH,Membrane protein,CBO1384,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.73,CBO_2223
CBO_2224,GCA-001273255.1-protein2172,GCA_001273255.1,LGIK01000043.1,55409,56275,2172,1,tr|A5I7H4|A5I7H4_CLOBH,Energy-coupling factor transporter ATP-binding protein EcfA2,CBO3449,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2224
CBO_2225,GCA-001273255.1-protein2570,GCA_001273255.1,LGIK01000049.1,24657,25508,2570,-1,tr|A5I673|A5I673_CLOBH,Stage IV sporulation protein FB (Peptidase),spoIVFB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2225
CBO_2226,GCA-001273255.1-protein629,GCA_001273255.1,LGIK01000017.1,117190,117426,629,1,tr|A5I0N2|A5I0N2_CLOBH,Membrane protein,CBO1040,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2226
CBO_2227,GCA-001273255.1-protein2161,GCA_001273255.1,LGIK01000043.1,49479,50129,2161,1,sp|A5I7I5|KAD_CLOBH,Adenylate kinase,adk,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2227
CBO_2228,GCA-007833455.1-protein3269,GCA_007833455.1,CP022403.1,3644314,3645711,3269,-1,tr|A5I794|A5I794_CLOBH,RNA methyltransferase,CBO3369,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2228
CBO_2229,GCA-001273255.1-protein399,GCA_001273255.1,LGIK01000012.1,427094,428374,399,1,tr|A5I300|A5I300_CLOBH,O-acetylhomoserine sulfhydrylase,cysD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2229
CBO_2230,GCA-001273255.1-protein2341,GCA_001273255.1,LGIK01000043.1,261303,262655,2341,1,sp|A5I705|G6PI_CLOBH,Glucose-6-phosphate isomerase,pgi,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2230
CBO_2231,GCA-001273255.1-protein682,GCA_001273255.1,LGIK01000019.1,33607,34479,682,1,tr|A5HYZ8|A5HYZ8_CLOBH,"Branched-chain amino acid transport system,permease protein",CBO0454,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2231
CBO_2232,GCA-001273255.1-protein2584,GCA_001273255.1,LGIK01000049.1,37575,38114,2584,-1,tr|A5I687|A5I687_CLOBH,GNAT family N-acetyltransferase,CBO3007,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2232
CBO_2233,GCA-001273255.1-protein1965,GCA_001273255.1,LGIK01000030.1,120355,120645,1965,1,tr|A5I7Q7|A5I7Q7_CLOBH,Sporulation protein YabP,CBO3532,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2233
CBO_2234,GCA-001273255.1-protein587,GCA_001273255.1,LGIK01000017.1,73287,75761,587,1,tr|A5I0J1|A5I0J1_CLOBH,DUF3298 domain-containing protein,CBO0999,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2234
CBO_2235,GCA-001273255.1-protein604,GCA_001273255.1,LGIK01000017.1,92935,93459,604,1,tr|A5I0K8|A5I0K8_CLOBH,MarR-family transcriptional regulator,CBO1016,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2235
CBO_2236,GCA-001273255.1-protein729,GCA_001273255.1,LGIK01000019.1,81711,82205,729,-1,tr|A5HZ46|A5HZ46_CLOBH,Thiol peroxidase,tpx,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2236
CBO_2237,GCA-001273255.1-protein389,GCA_001273255.1,LGIK01000012.1,416654,417085,389,1,sp|A5I310|NUSB_CLOBH,Transcription antitermination protein NusB,nusB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2237
CBO_2238,GCA-001273255.1-protein3211,GCA_001273255.1,LGIK01000054.1,7483,8178,3211,1,tr|A5HXV1|A5HXV1_CLOBH,Thymidylate kinase,CBO0054,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2238
CBO_2239,GCA-001273255.1-protein635,GCA_001273255.1,LGIK01000017.1,123012,123962,635,1,tr|A5I0N8|A5I0N8_CLOBH,"Ferric siderophore ABC transporter, permease protein",CBO1045A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2239
CBO_2240,GCA-001273255.1-protein2330,GCA_001273255.1,LGIK01000043.1,249947,251071,2330,1,tr|A5I714|A5I714_CLOBH,R-phenyllactate dehydratase small subunit,fldC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2240
CBO_2241,GCA-001273255.1-protein3172,GCA_001273255.1,LGIK01000051.1,274683,275573,3172,-1,tr|A5I252|A5I252_CLOBH,LysR-family transcriptional regulator,CBO1578,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2241
CBO_2242,GCA-001273255.1-protein2355,GCA_001273255.1,LGIK01000043.1,277544,279106,2355,1,tr|A5I6Z1|A5I6Z1_CLOBH,Extracellular solute-binding protein,CBO3264,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2242
CBO_2243,GCA-001273255.1-protein2958,GCA_001273255.1,LGIK01000051.1,50412,51206,2958,1,tr|A5I1J2|A5I1J2_CLOBH,"ABC transporter, ATP-binding protein",CBO1358,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2243
CBO_2244,GCA-001273255.1-protein65,GCA_001273255.1,LGIK01000012.1,56880,57257,65,1,tr|A5I3Z6|A5I3Z6_CLOBH,Uncharacterized protein,CBO2225,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_2244
CBO_2245,GCA-001273255.1-protein850,GCA_001273255.1,LGIK01000019.1,221391,223286,850,1,tr|A5HZH4|A5HZH4_CLOBH,DNA mismatch repair protein,CBO0630,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2245
CBO_2246,GCA-001273255.1-protein2694,GCA_001273255.1,LGIK01000005.1,3828,4802,2694,1,tr|A5I647|A5I647_CLOBH,Germination protease,gpr,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2246
CBO_2247,GCA-001273255.1-protein1167,GCA_001273255.1,LGIK01000021.1,52155,52616,1167,1,sp|A5I4J7|RIMP_CLOBH,Ribosome maturation factor RimP,rimP,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2247
CBO_2248,GCA-001273255.1-protein3229,GCA_001273255.1,LGIK01000054.1,22944,23516,3229,1,tr|A5HXX0|A5HXX0_CLOBH,Type-4 uracil-DNA glycosylase,CBO0073,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2248
CBO_2249,GCA-001273255.1-protein2637,GCA_001273255.1,LGIK01000049.1,84611,85129,2637,-1,sp|A5I6E1|APT_CLOBH,Adenine phosphoribosyltransferase,apt,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2249
CBO_2250,GCA-001273255.1-protein1651,GCA_001273255.1,LGIK01000026.1,50265,51080,1651,1,tr|A5I161|A5I161_CLOBH,"ABC transporter, exported protein",CBO1223,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2250
CBO_2251,GCA-001273255.1-protein1065,GCA_001273255.1,LGIK01000019.1,456554,457054,1065,-1,tr|A5I068|A5I068_CLOBH,Peptide deformylase,defA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2251
CBO_2252,GCA-001273255.1-protein930,GCA_001273255.1,LGIK01000019.1,313570,314022,930,-1,tr|A5HZR8|A5HZR8_CLOBH,S-ribosylhomocysteine lyase,luxS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2252
CBO_2253,GCA-001273255.1-protein3086,GCA_001273255.1,LGIK01000051.1,185275,185844,3086,1,tr|A5I1W4|A5I1W4_CLOBH,Membrane protein,CBO1486,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2253
CBO_2254,GCA-001273255.1-protein965,GCA_001273255.1,LGIK01000019.1,350136,350597,965,1,tr|A5HZW0|A5HZW0_CLOBH,5-hydroxymethylcytidine 5'-monophosphate nucleosidase subunit BcmB,CBO0767A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2254
CBO_2255,GCA-001273255.1-protein2302,GCA_001273255.1,LGIK01000043.1,209526,210416,2302,1,tr|A5I742|A5I742_CLOBH,Integral membrane protein,CBO3317,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2255
CBO_2256,GCA-001273255.1-protein3127,GCA_001273255.1,LGIK01000051.1,232896,233249,3127,-1,tr|A5I206|A5I206_CLOBH,Transcriptional regulator,CBO1529,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2256
CBO_2257,GCA-001273255.1-protein2197,GCA_001273255.1,LGIK01000043.1,82013,82222,2197,1,tr|A5I7E9|A5I7E9_CLOBH,Ferredoxin subunit of pyruvate:flavodoxin oxidoreductase,CBO3424,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2257
CBO_2258,GCA-001273255.1-protein284,GCA_001273255.1,LGIK01000012.1,300547,301503,284,1,tr|A5I3B7|A5I3B7_CLOBH,Tagatose-6-phosphate kinase,CBO1992,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_2258
CBO_2259,GCA-001273255.1-protein1981,GCA_001273255.1,LGIK01000030.1,138859,140235,1981,1,sp|A5I7P2|MURD_CLOBH,UDP-N-acetylmuramoylalanine--D-glutamate ligase,murD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2259
CBO_2260,GCA-001273255.1-protein1435,GCA_001273255.1,LGIK01000025.1,69883,71133,1435,-1,tr|A5I501|A5I501_CLOBH,ATPase,CBO2570,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2260
CBO_2261,GCA-001273255.1-protein151,GCA_001273255.1,LGIK01000012.1,153832,154542,151,1,tr|A5I3Q9|A5I3Q9_CLOBH,Membrane protein,CBO2137,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.95,CBO_2261
CBO_2262,GCA-001273255.1-protein2347,GCA_001273255.1,LGIK01000043.1,267396,267695,2347,1,tr|A5I6Z9|A5I6Z9_CLOBH,TrpR-like protein YerC/YecD,CBO3272,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2262
CBO_2263,GCA-001573665.1-protein1987,GCA_001573665.1,LFPF01000003.1,79960,80568,1987,-1,tr|A5I565|A5I565_CLOBH,Class I SAM-dependent methyltransferase,CBO2631,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.93,CBO_2263
CBO_2264,GCA-001273255.1-protein2778,GCA_001273255.1,LGIK01000005.1,100705,102153,2778,1,tr|A5I5W2|A5I5W2_CLOBH,Amidophosphoribosyltransferase,purF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2264
CBO_2265,GCA-001273255.1-protein2709,GCA_001273255.1,LGIK01000005.1,19366,19662,2709,1,tr|A5I632|A5I632_CLOBH,Sporulation protein YqfC,CBO2951A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2265
CBO_2266,GCA-001273255.1-protein3008,GCA_001273255.1,LGIK01000051.1,103613,105094,3008,-1,tr|A5I1P2|A5I1P2_CLOBH,Nicotinate phosphoribosyltransferase,CBO1410,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2266
CBO_2267,GCA-001273255.1-protein2044,GCA_001273255.1,LGIK01000036.1,14525,15370,2044,1,tr|A5I1D2|A5I1D2_CLOBH,Signaling protein,CBO1295,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2267
CBO_2268,GCA-001273255.1-protein2775,GCA_001273255.1,LGIK01000005.1,96199,98754,2775,1,tr|A5I5W5|A5I5W5_CLOBH,"Xanthine dehydrogenase, molybdenum binding and iron-sulfur binding subunits",xdhAC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2268
CBO_2269,GCA-001273255.1-protein2363,GCA_001273255.1,LGIK01000044.1,3940,4842,2363,-1,tr|A5I6J9|A5I6J9_CLOBH,Phosphate butyryltransferase,ptb1,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2269
CBO_2270,GCA-001273255.1-protein2185,GCA_001273255.1,LGIK01000043.1,69052,70305,2185,1,tr|A5I7G1|A5I7G1_CLOBH,TPR-repeat-containing protein,CBO3436,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2270
CBO_2271,GCA-001273255.1-protein2070,GCA_001273255.1,LGIK01000037.1,5955,7358,2070,1,tr|A5I2T8|A5I2T8_CLOBH,Glycosyltransferase,CBO1816,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2271
CBO_2272,GCA-001273255.1-protein3313,GCA_001273255.1,LGIK01000054.1,113489,114565,3313,1,tr|A5HY56|A5HY56_CLOBH,Stage II sporulation protein D,spoIID,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2272
CBO_2273,GCA-001273255.1-protein1094,GCA_001273255.1,LGIK01000019.1,485449,486477,1094,1,tr|A5I097|A5I097_CLOBH,Heme sensor protein HssS,CBO0906,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2273
CBO_2274,GCA-001273255.1-protein3011,GCA_001273255.1,LGIK01000051.1,107148,107696,3011,1,tr|A5I1P5|A5I1P5_CLOBH,DUF523 domain-containing protein,CBO1413,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2274
CBO_2275,GCA-001273255.1-protein74,GCA_001273255.1,LGIK01000012.1,65548,68010,74,-1,tr|A5I3Y7|A5I3Y7_CLOBH,Exported protein,CBO2216,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_2275
CBO_2276,GCA-001573825.1-protein2125,GCA_001573825.1,LFPL01000035.1,33355,34080,2125,1,tr|A5HYY6|A5HYY6_CLOBH,Metallo-beta-lactamase family protein,CBO0442,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.94,CBO_2276
CBO_2277,GCA-001273255.1-protein1867,GCA_001273255.1,LGIK01000030.1,22807,23052,1867,1,tr|A5I805|A5I805_CLOBH,Putative Se/S carrier protein-like domain-containing protein,CBO3632,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2277
CBO_2278,GCA-001273255.1-protein1764,GCA_001273255.1,LGIK01000028.1,58325,58879,1764,-1,tr|A5I2C7|A5I2C7_CLOBH,Hemerythrin-like domain-containing protein,CBO1659,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2278
CBO_2279,GCA-001273255.1-protein534,GCA_001273255.1,LGIK01000017.1,20557,20901,534,1,tr|A5I0D7|A5I0D7_CLOBH,Membrane protein,CBO0944,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2279
CBO_2280,GCA-001273255.1-protein704,GCA_001273255.1,LGIK01000019.1,55812,56177,704,1,tr|A5HZ21|A5HZ21_CLOBH,ArsR-family transcriptional regulator,CBO0477,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2280
CBO_2281,GCA-001273255.1-protein601,GCA_001273255.1,LGIK01000017.1,89237,89782,601,1,tr|A5I0K5|A5I0K5_CLOBH,Cyclase,CBO1013,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2281
CBO_2282,GCA-001273255.1-protein2487,GCA_001273255.1,LGIK01000047.1,70553,70834,2487,1,tr|A5I5H6|A5I5H6_CLOBH,Negative regulator of flagellin synthesis,flgM,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2282
CBO_2283,GCA-016989635.1-protein3126,GCA_016989635.1,NKSA01000005.1,195373,196179,3126,-1,tr|A5I7D8|A5I7D8_CLOBH,Sorbitol-6-phosphate 2-dehydrogenase,srlD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.94,CBO_2283
CBO_2284,GCA-001273255.1-protein743,GCA_001273255.1,LGIK01000019.1,100852,102858,743,-1,sp|A5HZ60|F16PC_CLOBH,"Fructose-1,6-bisphosphatase class 3",fbp,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2284
CBO_2285,GCA-001273255.1-protein1169,GCA_001273255.1,LGIK01000021.1,54066,54338,1169,1,tr|A5I4J5|A5I4J5_CLOBH,YlxR domain-containing protein,CBO2419A,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2285
CBO_2286,GCA-001273255.1-protein2183,GCA_001273255.1,LGIK01000043.1,66565,68181,2183,1,tr|A5I7G3|A5I7G3_CLOBH,Phosphoenolpyruvate-protein phosphotransferase,ptsI,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2286
CBO_2287,GCA-001273255.1-protein2179,GCA_001273255.1,LGIK01000043.1,61824,62666,2179,1,tr|A5I7G7|A5I7G7_CLOBH,"Fumarate hydratase, subunit A",fumA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2287
CBO_2288,GCA-001273255.1-protein2366,GCA_001273255.1,LGIK01000044.1,7193,9559,2366,-1,tr|A5I6K2|A5I6K2_CLOBH,Endonuclease MutS2,mutS2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2288
CBO_2289,GCA-001273255.1-protein3505,GCA_001273255.1,LGIK01000056.1,3459,4355,3505,1,tr|A5I6J3|A5I6J3_CLOBH,UTP--glucose-1-phosphate uridylyltransferase,gtaB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2289
CBO_2290,GCA-001273255.1-protein2485,GCA_001273255.1,LGIK01000047.1,67828,68823,2485,1,tr|A5I5H8|A5I5H8_CLOBH,Flagellar motor switch protein FliM,fliM,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2290
CBO_2291,GCA-001273255.1-protein3539,GCA_001273255.1,LGIK01000007.1,4497,5369,3539,1,tr|A5HYS9|A5HYS9_CLOBH,Phosphate transport system permease protein,CBO0385,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_2291
CBO_2292,GCA-001273255.1-protein2236,GCA_001273255.1,LGIK01000043.1,119486,122308,2236,1,tr|A5I7B1|A5I7B1_CLOBH,UvrABC system protein A,uvrA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2292
CBO_2293,GCA-001273255.1-protein804,GCA_001273255.1,LGIK01000019.1,169576,170166,804,1,tr|A5HZC5|A5HZC5_CLOBH,Peptidase MA superfamily protein,CBO0581,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_2293
CBO_2294,GCA-001273255.1-protein2267,GCA_001273255.1,LGIK01000043.1,161232,162227,2267,1,tr|A5I778|A5I778_CLOBH,PLL-like beta propeller domain-containing protein,CBO3353,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2294
CBO_2295,GCA-001273255.1-protein2137,GCA_001273255.1,LGIK01000043.1,35235,37304,2137,1,sp|A5I7K9|EFG_CLOBH,Elongation factor G,fusA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2295
CBO_2296,GCA-001273255.1-protein2690,GCA_001273255.1,LGIK01000005.1,228,458,2690,1,tr|A5I651|A5I651_CLOBH,Uncharacterized protein,CBO2970,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2296
CBO_2297,GCA-001273255.1-protein916,GCA_001273255.1,LGIK01000019.1,298922,299668,916,1,tr|A5HZQ3|A5HZQ3_CLOBH,Transport permease protein,CBO0710,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_2297
CBO_2298,GCA-001273255.1-protein1980,GCA_001273255.1,LGIK01000030.1,138433,138714,1980,-1,,,,,,CBO_2298
CBO_2299,GCA-001273255.1-protein225,GCA_001273255.1,LGIK01000012.1,229369,230043,225,1,tr|A5I3I3|A5I3I3_CLOBH,Membrane protein,CBO2062,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2299
CBO_2300,GCA-001273255.1-protein2120,GCA_001273255.1,LGIK01000043.1,18376,19128,2120,1,tr|A5I7M6|A5I7M6_CLOBH,Flavin-dependent thymidylate synthase,thyX,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2300
CBO_2301,GCA-001273255.1-protein2710,GCA_001273255.1,LGIK01000005.1,19652,20812,2710,1,tr|A5I631|A5I631_CLOBH,Stage IV sporulation protein,spoIV,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2301
CBO_2302,GCA-001273255.1-protein748,GCA_001273255.1,LGIK01000019.1,106438,107088,748,-1,tr|A5HZ65|A5HZ65_CLOBH,superoxide dismutase,CBO0521,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2302
CBO_2303,GCA-001273255.1-protein2177,GCA_001273255.1,LGIK01000043.1,59097,60713,2177,1,tr|A5I7G9|A5I7G9_CLOBH,Sodium/phosphate cotransporter,CBO3444,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2303
CBO_2304,GCA-001273255.1-protein2327,GCA_001273255.1,LGIK01000043.1,246685,247923,2327,1,tr|A5I717|A5I717_CLOBH,E-cinnamoyl-CoA:R-phenyllactate CoA transferase large subunit,fldA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_2304
